baseline_trans_multiplier,sus_per_inv,testing_bool,test_sens,test_spec,test_receptiveness,test_turnaround_time,react_vacc_bool,react_vacc_threshold,react_vacc_turnaround_time,ini_vacc_prop,react_vacc_prop,paridx
1.0,3,1,0.8500000000000002,0.8000000000000002,0.25,5,1,10,21,0.2,0.2,8936
1.0,3,1,0.8500000000000002,0.8000000000000002,0.25,5,1,10,21,0.2,0.8,8937
1.0,3,1,0.8500000000000002,0.8000000000000002,0.25,5,1,10,21,0.8,0.2,8938
1.0,3,1,0.8500000000000002,0.8000000000000002,0.25,5,1,10,21,0.8,0.8,8939
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,7,0.2,0.2,8940
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,7,0.2,0.8,8941
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,7,0.8,0.2,8942
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,7,0.8,0.8,8943
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,21,0.2,0.2,8944
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,21,0.2,0.8,8945
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,21,0.8,0.2,8946
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,5,21,0.8,0.8,8947
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,7,0.2,0.2,8948
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,7,0.2,0.8,8949
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,7,0.8,0.2,8950
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,7,0.8,0.8,8951
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,21,0.2,0.2,8952
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,21,0.2,0.8,8953
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,21,0.8,0.2,8954
1.0,3,1,0.8500000000000002,0.7500000000000001,0.25,5,1,10,21,0.8,0.8,8955
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,7,0.2,0.2,8956
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,7,0.2,0.8,8957
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,7,0.8,0.2,8958
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,7,0.8,0.8,8959
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,21,0.2,0.2,8960
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,21,0.2,0.8,8961
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,21,0.8,0.2,8962
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,5,21,0.8,0.8,8963
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,7,0.2,0.2,8964
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,7,0.2,0.8,8965
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,7,0.8,0.2,8966
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,7,0.8,0.8,8967
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,21,0.2,0.2,8968
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,21,0.2,0.8,8969
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,21,0.8,0.2,8970
1.0,3,1,0.8500000000000002,0.7000000000000001,0.25,5,1,10,21,0.8,0.8,8971
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,7,0.2,0.2,8972
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,7,0.2,0.8,8973
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,7,0.8,0.2,8974
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,7,0.8,0.8,8975
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,21,0.2,0.2,8976
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,21,0.2,0.8,8977
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,21,0.8,0.2,8978
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,5,21,0.8,0.8,8979
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,7,0.2,0.2,8980
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,7,0.2,0.8,8981
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,7,0.8,0.2,8982
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,7,0.8,0.8,8983
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,21,0.2,0.2,8984
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,21,0.2,0.8,8985
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,21,0.8,0.2,8986
1.0,3,1,0.8500000000000002,0.65,0.25,5,1,10,21,0.8,0.8,8987
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,7,0.2,0.2,8988
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,7,0.2,0.8,8989
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,7,0.8,0.2,8990
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,7,0.8,0.8,8991
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,21,0.2,0.2,8992
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,21,0.2,0.8,8993
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,21,0.8,0.2,8994
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,5,21,0.8,0.8,8995
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,7,0.2,0.2,8996
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,7,0.2,0.8,8997
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,7,0.8,0.2,8998
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,7,0.8,0.8,8999
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,21,0.2,0.2,9000
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,21,0.2,0.8,9001
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,21,0.8,0.2,9002
1.0,3,1,0.8500000000000002,0.6,0.25,5,1,10,21,0.8,0.8,9003
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,7,0.2,0.2,9004
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,7,0.2,0.8,9005
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,7,0.8,0.2,9006
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,7,0.8,0.8,9007
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,21,0.2,0.2,9008
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,21,0.2,0.8,9009
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,21,0.8,0.2,9010
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,5,21,0.8,0.8,9011
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,7,0.2,0.2,9012
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,7,0.2,0.8,9013
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,7,0.8,0.2,9014
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,7,0.8,0.8,9015
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,21,0.2,0.2,9016
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,21,0.2,0.8,9017
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,21,0.8,0.2,9018
1.0,3,1,0.8000000000000002,1.0000000000000004,0.25,5,1,10,21,0.8,0.8,9019
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,7,0.2,0.2,9020
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,7,0.2,0.8,9021
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,7,0.8,0.2,9022
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,7,0.8,0.8,9023
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,21,0.2,0.2,9024
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,21,0.2,0.8,9025
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,21,0.8,0.2,9026
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,5,21,0.8,0.8,9027
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,7,0.2,0.2,9028
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,7,0.2,0.8,9029
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,7,0.8,0.2,9030
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,7,0.8,0.8,9031
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,21,0.2,0.2,9032
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,21,0.2,0.8,9033
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,21,0.8,0.2,9034
1.0,3,1,0.8000000000000002,0.9500000000000003,0.25,5,1,10,21,0.8,0.8,9035
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,7,0.2,0.2,9036
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,7,0.2,0.8,9037
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,7,0.8,0.2,9038
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,7,0.8,0.8,9039
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,21,0.2,0.2,9040
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,21,0.2,0.8,9041
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,21,0.8,0.2,9042
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,5,21,0.8,0.8,9043
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,7,0.2,0.2,9044
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,7,0.2,0.8,9045
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,7,0.8,0.2,9046
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,7,0.8,0.8,9047
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,21,0.2,0.2,9048
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,21,0.2,0.8,9049
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,21,0.8,0.2,9050
1.0,3,1,0.8000000000000002,0.9000000000000002,0.25,5,1,10,21,0.8,0.8,9051
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,7,0.2,0.2,9052
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,7,0.2,0.8,9053
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,7,0.8,0.2,9054
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,7,0.8,0.8,9055
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,21,0.2,0.2,9056
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,21,0.2,0.8,9057
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,21,0.8,0.2,9058
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,5,21,0.8,0.8,9059
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,7,0.2,0.2,9060
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,7,0.2,0.8,9061
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,7,0.8,0.2,9062
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,7,0.8,0.8,9063
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,21,0.2,0.2,9064
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,21,0.2,0.8,9065
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,21,0.8,0.2,9066
1.0,3,1,0.8000000000000002,0.8500000000000002,0.25,5,1,10,21,0.8,0.8,9067
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,7,0.2,0.2,9068
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,7,0.2,0.8,9069
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,7,0.8,0.2,9070
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,7,0.8,0.8,9071
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,21,0.2,0.2,9072
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,21,0.2,0.8,9073
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,21,0.8,0.2,9074
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,5,21,0.8,0.8,9075
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,7,0.2,0.2,9076
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,7,0.2,0.8,9077
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,7,0.8,0.2,9078
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,7,0.8,0.8,9079
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,21,0.2,0.2,9080
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,21,0.2,0.8,9081
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,21,0.8,0.2,9082
1.0,3,1,0.8000000000000002,0.8000000000000002,0.25,5,1,10,21,0.8,0.8,9083
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,7,0.2,0.2,9084
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,7,0.2,0.8,9085
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,7,0.8,0.2,9086
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,7,0.8,0.8,9087
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,21,0.2,0.2,9088
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,21,0.2,0.8,9089
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,21,0.8,0.2,9090
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,5,21,0.8,0.8,9091
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,7,0.2,0.2,9092
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,7,0.2,0.8,9093
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,7,0.8,0.2,9094
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,7,0.8,0.8,9095
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,21,0.2,0.2,9096
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,21,0.2,0.8,9097
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,21,0.8,0.2,9098
1.0,3,1,0.8000000000000002,0.7500000000000001,0.25,5,1,10,21,0.8,0.8,9099
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,7,0.2,0.2,9100
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,7,0.2,0.8,9101
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,7,0.8,0.2,9102
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,7,0.8,0.8,9103
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,21,0.2,0.2,9104
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,21,0.2,0.8,9105
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,21,0.8,0.2,9106
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,5,21,0.8,0.8,9107
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,7,0.2,0.2,9108
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,7,0.2,0.8,9109
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,7,0.8,0.2,9110
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,7,0.8,0.8,9111
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,21,0.2,0.2,9112
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,21,0.2,0.8,9113
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,21,0.8,0.2,9114
1.0,3,1,0.8000000000000002,0.7000000000000001,0.25,5,1,10,21,0.8,0.8,9115
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,7,0.2,0.2,9116
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,7,0.2,0.8,9117
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,7,0.8,0.2,9118
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,7,0.8,0.8,9119
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,21,0.2,0.2,9120
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,21,0.2,0.8,9121
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,21,0.8,0.2,9122
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,5,21,0.8,0.8,9123
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,7,0.2,0.2,9124
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,7,0.2,0.8,9125
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,7,0.8,0.2,9126
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,7,0.8,0.8,9127
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,21,0.2,0.2,9128
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,21,0.2,0.8,9129
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,21,0.8,0.2,9130
1.0,3,1,0.8000000000000002,0.65,0.25,5,1,10,21,0.8,0.8,9131
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,7,0.2,0.2,9132
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,7,0.2,0.8,9133
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,7,0.8,0.2,9134
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,7,0.8,0.8,9135
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,21,0.2,0.2,9136
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,21,0.2,0.8,9137
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,21,0.8,0.2,9138
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,5,21,0.8,0.8,9139
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,7,0.2,0.2,9140
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,7,0.2,0.8,9141
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,7,0.8,0.2,9142
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,7,0.8,0.8,9143
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,21,0.2,0.2,9144
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,21,0.2,0.8,9145
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,21,0.8,0.2,9146
1.0,3,1,0.8000000000000002,0.6,0.25,5,1,10,21,0.8,0.8,9147
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,7,0.2,0.2,9148
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,7,0.2,0.8,9149
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,7,0.8,0.2,9150
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,7,0.8,0.8,9151
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,21,0.2,0.2,9152
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,21,0.2,0.8,9153
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,21,0.8,0.2,9154
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,5,21,0.8,0.8,9155
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,7,0.2,0.2,9156
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,7,0.2,0.8,9157
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,7,0.8,0.2,9158
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,7,0.8,0.8,9159
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,21,0.2,0.2,9160
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,21,0.2,0.8,9161
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,21,0.8,0.2,9162
1.0,3,1,0.7500000000000001,1.0000000000000004,0.25,5,1,10,21,0.8,0.8,9163
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,7,0.2,0.2,9164
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,7,0.2,0.8,9165
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,7,0.8,0.2,9166
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,7,0.8,0.8,9167
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,21,0.2,0.2,9168
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,21,0.2,0.8,9169
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,21,0.8,0.2,9170
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,5,21,0.8,0.8,9171
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,7,0.2,0.2,9172
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,7,0.2,0.8,9173
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,7,0.8,0.2,9174
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,7,0.8,0.8,9175
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,21,0.2,0.2,9176
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,21,0.2,0.8,9177
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,21,0.8,0.2,9178
1.0,3,1,0.7500000000000001,0.9500000000000003,0.25,5,1,10,21,0.8,0.8,9179
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,7,0.2,0.2,9180
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,7,0.2,0.8,9181
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,7,0.8,0.2,9182
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,7,0.8,0.8,9183
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,21,0.2,0.2,9184
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,21,0.2,0.8,9185
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,21,0.8,0.2,9186
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,5,21,0.8,0.8,9187
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,7,0.2,0.2,9188
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,7,0.2,0.8,9189
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,7,0.8,0.2,9190
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,7,0.8,0.8,9191
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,21,0.2,0.2,9192
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,21,0.2,0.8,9193
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,21,0.8,0.2,9194
1.0,3,1,0.7500000000000001,0.9000000000000002,0.25,5,1,10,21,0.8,0.8,9195
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,7,0.2,0.2,9196
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,7,0.2,0.8,9197
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,7,0.8,0.2,9198
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,7,0.8,0.8,9199
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,21,0.2,0.2,9200
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,21,0.2,0.8,9201
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,21,0.8,0.2,9202
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,5,21,0.8,0.8,9203
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,7,0.2,0.2,9204
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,7,0.2,0.8,9205
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,7,0.8,0.2,9206
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,7,0.8,0.8,9207
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,21,0.2,0.2,9208
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,21,0.2,0.8,9209
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,21,0.8,0.2,9210
1.0,3,1,0.7500000000000001,0.8500000000000002,0.25,5,1,10,21,0.8,0.8,9211
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,7,0.2,0.2,9212
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,7,0.2,0.8,9213
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,7,0.8,0.2,9214
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,7,0.8,0.8,9215
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,21,0.2,0.2,9216
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,21,0.2,0.8,9217
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,21,0.8,0.2,9218
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,5,21,0.8,0.8,9219
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,10,7,0.2,0.2,9220
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,10,7,0.2,0.8,9221
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,10,7,0.8,0.2,9222
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,10,7,0.8,0.8,9223
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,10,21,0.2,0.2,9224
1.0,3,1,0.7500000000000001,0.8000000000000002,0.25,5,1,10,21,0.2,0.8,9225
